API_remaining,Degradant_1,Degradant_2,Degradant_3,Total_degradants,AMB,RMB,Z_MB,True_case
89.688,7.661,2.962,2.994,13.616999999999999,103.305,1.3205003878975952,1.6525000000000034,overestimation
68.115,12.869,5.324,6.445,24.637999999999998,92.75299999999999,0.7727144425278342,-3.623500000000007,physical_loss
91.686,4.042,8.101,0.092,12.235000000000001,103.921,1.4716141448159745,1.9605000000000032,overestimation
92.594,6.854,0.309,3.056,10.219000000000001,102.81299999999999,1.37982716716176,1.406499999999994,overestimation
75.487,11.184,4.114,3.666,18.964,94.451,0.7736303186064535,-2.7745000000000033,physical_loss
77.222,12.521,1.526,5.414,19.461,96.68299999999999,0.8543770304679952,-1.6585000000000036,physical_loss
64.894,12.475,1.525,14.304,28.304000000000002,93.19800000000001,0.8062439469036634,-3.4009999999999962,physical_loss
88.168,6.356,0.871,11.029,18.256,106.424,1.5429344151453694,3.2120000000000033,overestimation
63.754,26.426,0.987,2.054,29.466999999999995,93.22099999999999,0.8129724659272746,-3.3895000000000053,physical_loss
95.041,1.084,0.108,3.193,4.385,99.426,0.884250857027626,-0.28699999999999903,consistent
70.125,11.927,0.069,0.47,12.466000000000001,82.59100000000001,0.41727196652719667,-8.704499999999996,missing
63.21,20.735,7.693,1.987,30.415,93.625,0.8267192171785811,-3.1875,physical_loss
87.768,6.117,9.998,3.317,19.432,107.2,1.5886200130804446,3.6000000000000014,overestimation
92.945,0.839,1.232,8.391,10.462,103.407,1.4829199149539318,1.7034999999999982,overestimation
91.768,2.585,0.107,9.915,12.607,104.375,1.5314625850340136,2.1875,overestimation
90.932,5.158,2.07,6.89,14.117999999999999,105.05,1.5569033965593297,2.5249999999999986,overestimation
85.449,6.194,0.056,2.959,9.209,94.658,0.6328774654662909,-2.6709999999999994,missing
84.853,8.236,3.93,0.389,12.555,97.40799999999999,0.8288770053475932,-1.2960000000000065,physical_loss
85.071,1.085,1.358,2.062,4.505,89.576,0.30176167191372494,-5.212000000000003,missing
85.427,0.279,1.646,3.95,5.875,91.302,0.40314279832567096,-4.348999999999997,missing
77.387,2.896,1.436,8.678,13.010000000000002,90.397,0.575332773183567,-4.801499999999997,missing
75.911,13.286,0.258,3.762,17.306,93.217,0.7184191954834157,-3.3915000000000006,physical_loss
85.645,1.059,3.532,0.455,5.046,90.691,0.35151515151515145,-4.654499999999999,missing
97.495,1.309,0.34,0.15,1.799,99.29400000000001,0.7181636726546919,-0.35299999999999443,consistent
89.689,4.618,2.202,3.048,9.868,99.55699999999999,0.9570361749587812,-0.22150000000000603,consistent
83.577,0.737,7.304,3.478,11.519,95.096,0.7013943859221823,-2.451999999999998,physical_loss
87.219,3.673,3.074,1.974,8.721,95.94,0.682340974884594,-2.030000000000001,missing
93.903,2.841,0.448,4.221,7.51,101.41300000000001,1.2317533213055611,0.7065000000000055,overestimation
86.407,1.01,11.131,5.268,17.409,103.816,1.2807327300816593,1.9080000000000013,overestimation
76.185,3.186,3.598,5.434,12.218,88.403,0.5130380012597103,-5.798499999999997,missing
69.847,2.751,19.09,0.127,21.968,91.815,0.7285510562796403,-4.092500000000001,physical_loss
88.053,0.356,3.823,11.173,15.352,103.405,1.285008788817276,1.7025000000000006,overestimation
97.448,0.905,1.907,0.44,3.2520000000000002,100.69999999999999,1.2742946708463918,0.3499999999999943,consistent
60.605,5.644,2.744,21.841,30.229,90.834,0.7673308795532428,-4.582999999999998,physical_loss
84.146,6.056,4.969,0.959,11.984,96.13,0.7558975652832093,-1.9350000000000023,physical_loss
68.821,3.033,3.576,5.812,12.421,81.24199999999999,0.3983771128002822,-9.379000000000005,missing
90.822,3.438,4.575,4.363,12.376000000000001,103.19800000000001,1.3484419263456096,1.5990000000000038,overestimation
94.576,0.632,2.947,1.981,5.5600000000000005,100.136,1.025073746312683,0.06799999999999784,consistent
94.001,4.101,0.495,2.881,7.477,101.47800000000001,1.2463743957326232,0.7390000000000043,overestimation
95.379,2.521,1.45,0.759,4.73,100.10900000000001,1.0235879679723014,0.054500000000004434,consistent
83.615,3.355,7.087,2.949,13.391,97.006,0.8172718950259381,-1.4969999999999999,physical_loss
93.495,5.092,1.006,0.29,6.388,99.88300000000001,0.982013835511146,-0.05849999999999511,consistent
75.655,0.71,6.291,4.699,11.7,87.355,0.4805914972273567,-6.322499999999998,missing
68.484,16.317,2.925,0.739,19.981,88.465,0.6339954308922452,-5.767499999999998,missing
93.506,2.422,0.398,6.43,9.25,102.756,1.4243917462272868,1.3780000000000001,overestimation
86.803,1.613,2.311,4.955,8.879,95.682,0.6728044252481623,-2.158999999999999,missing
91.887,5.328,1.332,0.996,7.656000000000001,99.543,0.943670652039936,-0.22849999999999682,consistent
89.744,1.531,8.644,0.463,10.638,100.382,1.0372464898595943,0.1910000000000025,consistent
97.624,0.936,0.487,0.456,1.879,99.503,0.7908249158249142,-0.24849999999999994,consistent
66.677,1.714,16.609,1.67,19.993000000000002,86.67000000000002,0.5999759925576931,-6.664999999999992,missing
84.006,3.437,2.86,2.312,8.609,92.615,0.5382643491309241,-3.6925000000000026,missing
86.521,5.567,0.508,12.474,18.549,105.07,1.3761406632539506,2.5349999999999966,overestimation
68.831,12.706,9.233,1.746,23.685,92.516,0.7598896339311496,-3.7419999999999973,physical_loss
69.347,7.184,6.025,0.846,14.055,83.40199999999999,0.45851955762894325,-8.299000000000007,missing
97.93,0.195,0.843,0.179,1.217,99.147,0.5879227053140116,-0.4264999999999972,consistent
93.568,4.07,2.885,0.349,7.304,100.872,1.1355721393034823,0.43599999999999994,consistent
83.957,0.103,1.793,3.075,4.971,88.928,0.3098547653182072,-5.536000000000001,missing
89.876,5.854,5.846,0.764,12.463999999999999,102.34,1.2311339391544849,1.1700000000000017,overestimation
89.111,9.829,0.094,4.656,14.579,103.69,1.3388740931214993,1.8449999999999989,overestimation
83.057,5.705,1.628,3.548,10.881,93.938,0.6422121230006493,-3.030999999999999,missing
88.092,9.532,0.044,1.534,11.110000000000001,99.202,0.9329862277460531,-0.3990000000000009,consistent
86.019,2.332,13.68,2.78,18.792,104.811,1.3441098633860245,2.4055000000000035,overestimation
92.432,4.025,3.301,1.902,9.228,101.66,1.2193446088794928,0.8299999999999983,overestimation
65.925,10.206,5.017,3.127,18.349999999999998,84.27499999999999,0.5385179750550255,-7.862500000000004,missing
76.815,1.23,7.441,11.486,20.157,96.972,0.8693983178779382,-1.514000000000003,physical_loss
72.013,17.024,0.606,2.725,20.355000000000004,92.36800000000001,0.7273019616250405,-3.8159999999999954,physical_loss
94.383,3.082,3.295,2.32,8.697,103.08,1.5483354103614015,1.5399999999999991,overestimation
94.119,1.264,1.669,2.227,5.16,99.279,0.8774018024145553,-0.3605000000000018,consistent
62.197,2.971,18.361,5.17,26.502000000000002,88.69900000000001,0.7010554717879535,-5.650499999999994,physical_loss
85.437,5.847,3.005,9.339,18.191000000000003,103.628,1.2491244935796195,1.814,overestimation
94.982,0.588,2.669,1.833,5.09,100.072,1.0143483459545635,0.036000000000001364,consistent
83.086,0.48,1.414,6.535,8.429,91.515,0.4983445666311931,-4.2425,missing
86.042,2.671,4.218,12.007,18.896,104.938,1.3537756125519418,2.469000000000001,overestimation
83.44,0.858,3.21,2.482,6.55,89.99,0.3955314009661835,-5.005000000000003,missing
69.767,3.949,5.143,0.42,9.511999999999999,79.279,0.31462309397016497,-10.360500000000002,missing
92.557,2.159,1.385,4.14,7.683999999999999,100.241,1.032379416901787,0.12049999999999983,consistent
60.641,7.206,12.291,10.801,30.298000000000002,90.939,0.769785817729109,-4.5305000000000035,physical_loss
75.694,2.866,0.62,7.542,11.028,86.72200000000001,0.45371513206615655,-6.638999999999996,missing
97.759,0.387,1.574,0.313,2.274,100.033,1.0147255689424366,0.016500000000000625,consistent
95.225,0.085,3.579,0.673,4.337,99.562,0.9082722513088994,-0.2190000000000012,consistent
91.678,4.62,3.532,0.435,8.587000000000002,100.265,1.0318433068973802,0.13250000000000028,consistent
70.965,9.868,11.027,2.615,23.509999999999998,94.475,0.8097124160495953,-2.762500000000003,physical_loss
79.519,11.74,0.133,2.645,14.518,94.037,0.7088521068307214,-2.981499999999997,physical_loss
69.628,6.446,4.117,5.133,15.695999999999998,85.324,0.5167917819043856,-7.338000000000001,missing
86.206,1.502,16.681,3.35,21.533,107.739,1.5610410323328987,3.869500000000002,overestimation
91.232,2.043,0.76,6.003,8.806000000000001,100.038,1.0043339416058394,0.01899999999999835,consistent
90.214,7.581,3.891,0.52,11.992,102.206,1.225424075209483,1.1030000000000015,overestimation
82.709,3.977,3.792,3.207,10.975999999999999,93.685,0.6347810999942167,-3.157499999999999,missing
62.003,16.011,5.671,9.717,31.399,93.402,0.8263547122141222,-3.2989999999999995,physical_loss
79.945,2.395,14.704,0.108,17.207,97.15199999999999,0.857990526053353,-1.4240000000000066,physical_loss
89.621,0.187,3.553,2.857,6.5969999999999995,96.21799999999999,0.6356103670873876,-1.8910000000000053,missing
85.939,4.879,7.797,9.314,21.99,107.92899999999999,1.563900149349263,3.964499999999994,overestimation
73.092,8.089,3.17,1.393,12.652000000000001,85.744,0.4701947376244983,-7.128,missing
92.39,0.034,4.344,2.389,6.7669999999999995,99.157,0.8892247043363994,-0.42150000000000176,consistent
89.559,0.304,2.093,1.203,3.5999999999999996,93.15899999999999,0.3447945599080547,-3.420500000000004,missing
65.502,4.613,7.704,2.477,14.794,80.29599999999999,0.428836454287205,-9.852000000000004,missing
86.093,2.643,8.579,10.218,21.44,107.533,1.5416696627597617,3.7665000000000006,overestimation
89.22,0.138,9.453,1.179,10.77,99.99,0.9990723562152132,-0.005000000000002558,consistent
76.021,15.846,2.488,0.955,19.288999999999998,95.31,0.804412194003086,-2.344999999999999,physical_loss
90.537,5.05,6.312,2.043,13.405000000000001,103.94200000000001,1.4165697981612606,1.9710000000000036,overestimation
93.492,1.662,0.506,4.77,6.938,100.43,1.066072526121697,0.2150000000000034,consistent
83.785,11.525,1.384,1.274,14.183,97.96799999999999,0.8746839346284303,-1.0160000000000053,physical_loss
95.722,0.007,2.125,1.543,3.675,99.39699999999999,0.8590462833099567,-0.3015000000000043,consistent
82.349,2.895,4.233,2.0,9.128,91.477,0.5171378392159086,-4.261499999999998,missing
94.42,0.246,3.198,1.303,4.747,99.167,0.8507168458781365,-0.4164999999999992,consistent
94.634,6.285,0.122,1.235,7.642,102.276,1.424152068579948,1.1379999999999981,overestimation
87.013,0.483,7.75,9.404,17.637,104.65,1.3580503580503587,2.325000000000003,overestimation
93.191,5.302,1.615,2.727,9.644,102.83500000000001,1.4163606990747546,1.417500000000004,overestimation
84.659,0.502,1.961,2.688,5.151,89.81,0.3357668991591162,-5.094999999999999,missing
84.666,5.69,1.912,3.798,11.4,96.066,0.743445937133168,-1.9669999999999987,physical_loss
85.077,1.271,3.884,14.06,19.215,104.292,1.2876097299470615,2.146000000000001,overestimation
91.007,5.325,7.587,0.555,13.466999999999999,104.474,1.4974980540420333,2.237000000000002,overestimation
82.302,2.852,8.77,4.332,15.954,98.256,0.9014577918408864,-0.8719999999999999,physical_loss
89.075,1.258,3.378,0.136,4.772,93.84700000000001,0.436796338672769,-3.076499999999996,missing
82.407,5.698,0.299,1.673,7.670000000000001,90.077,0.4359688512476553,-4.961500000000001,missing
86.842,5.233,1.936,1.958,9.126999999999999,95.969,0.6936464508283933,-2.015500000000003,missing
61.507,3.033,18.871,8.418,30.322,91.829,0.7877276387914686,-4.085500000000003,physical_loss
91.883,4.853,0.204,5.14,10.197,102.08,1.2562523099667358,1.0399999999999991,overestimation
65.013,7.813,2.807,14.308,24.927999999999997,89.941,0.7124932117643696,-5.029499999999999,physical_loss
87.953,1.116,5.503,8.957,15.576,103.529,1.292936000664066,1.7644999999999982,overestimation
94.551,2.418,0.543,4.716,7.6770000000000005,102.22800000000001,1.408882363736466,1.1140000000000043,overestimation
75.596,1.042,7.567,11.257,19.866,95.462,0.8140468775610556,-2.2689999999999984,physical_loss
67.148,11.703,15.689,1.815,29.207,96.35499999999999,0.8890478509679776,-1.8225000000000051,physical_loss
78.328,14.762,1.22,1.67,17.652,95.98,0.8145071982281287,-2.009999999999998,physical_loss
81.47,7.093,1.077,2.52,10.69,92.16,0.576902320561252,-3.9200000000000017,missing
83.411,8.753,2.019,0.405,11.177,94.588,0.6737597202965822,-2.706000000000003,missing
90.372,2.952,2.256,4.07,9.278,99.65,0.9636476942251766,-0.17499999999999716,consistent
76.685,0.449,11.619,0.647,12.715,89.4,0.5453570662663522,-5.299999999999997,missing
86.622,4.656,4.254,7.211,16.121000000000002,102.743,1.2050381222903275,1.3714999999999975,overestimation
80.013,0.683,8.708,1.922,11.313,91.32600000000001,0.5660179116425679,-4.336999999999996,missing
61.736,16.592,2.741,7.997,27.33,89.066,0.7142483796780262,-5.466999999999999,physical_loss
77.727,8.439,2.163,8.796,19.398,97.125,0.8709199479190052,-1.4375,physical_loss
92.687,0.959,0.174,6.009,7.142,99.829,0.9766169834541225,-0.08550000000000324,consistent
95.408,3.014,1.108,0.864,4.986,100.394,1.0858013937282232,0.19700000000000273,consistent
92.568,0.539,4.945,4.979,10.463000000000001,103.031,1.407831001076426,1.515500000000003,overestimation
89.56,4.618,2.11,2.827,9.555,99.11500000000001,0.9152298850574714,-0.44249999999999545,consistent
87.576,6.376,7.991,0.837,15.204,102.78,1.2237604636188018,1.3900000000000006,overestimation
93.341,0.509,4.62,4.834,9.963000000000001,103.304,1.4961705961856122,1.652000000000001,overestimation
97.283,1.014,0.988,0.572,2.574,99.857,0.947368421052632,-0.07150000000000034,consistent
92.037,2.929,7.989,0.36,11.277999999999999,103.315,1.4163003893005157,1.6574999999999989,overestimation
89.031,2.917,7.259,1.599,11.775,100.80600000000001,1.0734798067280524,0.4030000000000058,consistent
76.855,6.925,1.43,6.569,14.924,91.779,0.644804493411104,-4.110500000000002,missing
94.776,1.52,0.544,2.194,4.258,99.03399999999999,0.8150842266462475,-0.4830000000000041,consistent
76.468,3.396,0.693,14.994,19.083,95.551,0.8109382967873534,-2.224499999999999,physical_loss
92.739,6.222,1.634,2.606,10.462,103.20100000000001,1.4408483679933901,1.6005000000000038,overestimation
71.005,13.53,2.205,5.925,21.66,92.66499999999999,0.7470253491981375,-3.667500000000004,physical_loss
92.926,4.72,0.433,0.944,6.0969999999999995,99.023,0.8618886061634154,-0.48850000000000193,consistent
76.484,10.928,0.792,8.389,20.109,96.59299999999999,0.8551199183534614,-1.7035000000000053,physical_loss
87.858,8.457,2.88,4.22,15.556999999999999,103.415,1.2812551474221714,1.7075000000000031,overestimation
94.15,0.346,1.674,4.81,6.83,100.98,1.1675213675213687,0.490000000000002,consistent
65.142,12.756,8.84,6.469,28.065,93.207,0.805123644500545,-3.396500000000003,physical_loss
84.37,10.784,0.709,0.294,11.787,96.15700000000001,0.7541266794625723,-1.9214999999999947,physical_loss
84.26,0.788,0.427,7.809,9.024000000000001,93.284,0.5733163913595937,-3.357999999999997,missing
93.427,1.573,0.075,4.207,5.8549999999999995,99.28200000000001,0.8907652517876169,-0.35899999999999466,consistent
73.499,8.62,0.824,12.418,21.862,95.36099999999999,0.8249500018867211,-2.319500000000005,physical_loss
88.848,2.18,2.153,7.792,12.125,100.973,1.0872489239598278,0.4864999999999995,consistent
85.623,14.358,5.376,0.467,20.201,105.82400000000001,1.4050914655352305,2.912000000000006,overestimation
84.246,0.897,2.186,8.62,11.703,95.949,0.7428589564555031,-2.025500000000001,physical_loss
70.615,2.072,2.648,9.414,14.134,84.749,0.48099370427088645,-7.625500000000002,missing
84.592,2.349,6.561,1.934,10.844,95.43599999999999,0.7037902388369677,-2.2820000000000036,physical_loss
91.248,4.612,1.113,5.029,10.754,102.00200000000001,1.2287477148080446,1.0010000000000048,overestimation
69.334,1.246,11.08,7.874,20.2,89.534,0.6587099719559121,-5.232999999999997,missing
77.379,3.102,2.893,11.627,17.622,95.001,0.7790106538172497,-2.4994999999999976,physical_loss
87.788,5.327,0.015,10.342,15.684000000000001,103.472,1.28431051424828,1.735999999999997,overestimation
84.804,7.003,0.325,4.464,11.792000000000002,96.596,0.7759936825480391,-1.7019999999999982,physical_loss
70.519,4.439,4.135,1.242,9.815999999999999,80.33500000000001,0.3329602116617483,-9.832499999999996,missing
96.094,1.764,2.137,0.626,4.527,100.621,1.1589861751152057,0.31049999999999756,consistent
76.058,6.034,6.021,6.771,18.826,94.88400000000001,0.7863169325870857,-2.5579999999999927,physical_loss
90.944,6.802,1.361,0.663,8.826,99.77000000000001,0.9746024734982336,-0.11499999999999488,consistent
91.058,0.561,10.094,1.38,12.035,103.093,1.3458957727577734,1.5465000000000018,overestimation
74.333,6.833,3.477,0.17,10.48,84.813,0.4083063856313554,-7.593499999999999,missing
91.361,2.979,6.5,4.044,13.523,104.884,1.5653432110197947,2.442,overestimation
65.275,5.369,4.828,2.121,12.318,77.593,0.35473002159827216,-11.203499999999998,missing
90.111,2.411,9.158,0.483,12.052,102.16300000000001,1.218727879462029,1.0815000000000055,overestimation
71.808,6.186,0.315,2.163,8.664,80.47200000000001,0.30732122587968225,-9.763999999999996,missing
75.366,6.442,0.779,1.011,8.232,83.598,0.33417228221157746,-8.201,missing
88.305,8.056,2.08,0.633,10.768999999999998,99.07400000000001,0.9208208636169307,-0.46299999999999386,consistent
97.405,2.934,0.551,0.019,3.5040000000000004,100.909,1.3502890173410411,0.454500000000003,consistent
62.054,14.783,9.88,4.851,29.514,91.568,0.7777894903283614,-4.216000000000001,physical_loss
78.5,0.641,8.104,4.412,13.157,91.657,0.6119534883720931,-4.171500000000002,missing
67.759,1.384,9.169,12.028,22.581000000000003,90.34,0.7003815018144599,-4.829999999999998,physical_loss
90.493,7.515,1.386,0.427,9.328,99.821,0.981171768170821,-0.08950000000000102,consistent
62.417,4.385,11.227,16.295,31.907000000000004,94.32400000000001,0.8489742702817764,-2.837999999999994,physical_loss
86.6,9.666,4.201,2.338,16.205000000000002,102.80499999999999,1.209328358208955,1.4024999999999963,overestimation
82.681,2.291,2.49,1.472,6.253,88.934,0.3610485593856458,-5.533000000000001,missing
81.104,13.597,1.546,0.796,15.938999999999998,97.04299999999999,0.8435118543607112,-1.478500000000004,physical_loss
92.512,0.229,1.198,7.772,9.199,101.711,1.2284989316239316,0.8554999999999993,overestimation
74.578,0.395,1.495,11.013,12.903,87.48100000000001,0.5075525135709229,-6.259499999999996,missing
89.583,0.527,8.475,5.518,14.52,104.103,1.3938753959873282,2.051499999999997,overestimation
75.198,6.292,15.468,0.091,21.851,97.04899999999999,0.8810176598661396,-1.4755000000000038,physical_loss
87.603,10.497,7.767,1.112,19.375999999999998,106.97899999999998,1.5629587803500837,3.4894999999999925,overestimation
64.353,23.616,5.031,0.346,28.993,93.34599999999999,0.8133363256375009,-3.3270000000000053,physical_loss
74.189,9.73,7.986,4.812,22.528000000000002,96.717,0.8728061679129052,-1.6415000000000006,physical_loss
62.141,10.263,6.753,11.52,28.535999999999998,90.67699999999999,0.7537441559470667,-4.661500000000004,physical_loss
87.489,1.077,3.253,1.344,5.674,93.16300000000001,0.45352090160658637,-3.4184999999999945,missing
67.173,5.303,8.208,3.39,16.901,84.074,0.5148505803149847,-7.963000000000001,missing
84.851,1.388,4.085,2.829,8.302,93.15299999999999,0.5480229718133209,-3.423500000000004,missing
78.643,8.36,7.214,2.938,18.512,97.155,0.8667884066114155,-1.4224999999999994,physical_loss
91.534,0.087,3.941,4.606,8.634,100.168,1.0198440822111985,0.08400000000000318,consistent
71.455,0.84,13.018,6.861,20.719,92.174,0.7258363986687686,-3.9129999999999967,physical_loss
95.01,2.351,1.669,0.116,4.135999999999999,99.146,0.8288577154308624,-0.4269999999999996,consistent
94.64,0.513,0.406,6.336,7.255000000000001,101.895,1.3535447761194033,0.947499999999998,overestimation
67.656,5.075,1.28,19.895,26.25,93.906,0.8115879297551325,-3.046999999999997,physical_loss
72.408,0.105,0.044,10.707,10.856,83.264,0.3934473760510293,-8.368000000000002,missing
86.392,8.505,5.801,4.441,18.747,105.139,1.3776455026455021,2.569499999999998,overestimation
92.608,1.326,2.048,3.431,6.805,99.41300000000001,0.9205898268398273,-0.29349999999999454,consistent
92.889,1.825,7.724,1.52,11.068999999999999,103.958,1.556602446913232,1.9789999999999992,overestimation
88.314,1.301,2.449,8.209,11.959,100.273,1.023361287010097,0.13649999999999807,consistent
71.851,5.065,8.508,1.111,14.684000000000001,86.535,0.5216526341965967,-6.732500000000002,missing
94.424,0.896,2.863,0.871,4.63,99.054,0.8303443328550942,-0.472999999999999,consistent
96.129,3.48,0.495,0.895,4.87,100.99900000000001,1.2580728493929234,0.4995000000000047,consistent
84.285,2.959,1.24,8.932,13.131,97.416,0.8355711104040724,-1.2920000000000016,physical_loss
83.202,3.4,3.478,5.704,12.582,95.78399999999999,0.7490177402071675,-2.108000000000004,physical_loss
93.026,1.91,0.923,7.132,9.965,102.991,1.4288786922856316,1.4954999999999998,overestimation
94.134,3.236,2.411,0.055,5.702,99.836,0.9720422775315377,-0.08200000000000074,consistent
